Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
c715cccc-78a7-9588-af59-66ad98c2d1ca,1985-08-04,,999-40-7266,S99934761,X9530896X,Mr.,Moshe758,Leslie90,Renner328,,,M,white,nonhispanic,M,Oakland  California  US,356 Vandervort Ferry,South Gate,California,Los Angeles County,6037.0,90280,33.93515907097728,-118.20922490846844,129082.71,45896.43,51272
ed2b5fda-24f0-0a4e-c622-266d465058ad,1980-04-05,,999-15-7828,S99913114,X71202762X,Mr.,Preston275,Isiah14,Rippin620,,,M,asian,nonhispanic,M,Hyderabad  Andhra Pradesh  IN,390 Hilll Mission,Rowland Heights,California,Los Angeles County,6037.0,91748,33.998344907195566,-117.87559423318356,130122.49,29155.06,120922
06d90ad7-8af7-3e59-bad9-8efc684bfb6a,1967-02-25,,999-24-9154,S99960513,X17629187X,Mr.,Deshawn686,Stanley702,Gislason620,,,D,white,nonhispanic,M,Escondido  California  US,319 Schiller Trafficway,Los Angeles,California,Los Angeles County,6037.0,90061,34.09184428588493,-118.17033710905083,632941.48,592132.21,46635
2d5ee5aa-0d09-56a5-2957-fa2f1a500e50,1969-01-28,,999-26-4156,S99974742,X2628258X,Mr.,Rogelio17,Jamel269,Gibson10,,,D,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,449 Schmeler Annex,Garden Grove,California,Orange County,6059.0,92706,33.77096049611971,-117.884102038356,18963.75,284287.43,21398
c2f53f9c-c188-3107-4591-31268793a180,2016-12-30,,999-68-9066,,,,Emilio417,Jaime666,Apodaca347,,,,white,hispanic,M,Havana  Havana  CU,616 Ritchie Fort,La Quinta,California,Riverside County,6065.0,92253,33.70272446460204,-116.33581389073149,3450.0,67294.38,19350
0547b2f2-1709-d1db-add5-e67e416b0e0a,1974-12-06,,999-49-1529,S99986759,X68749247X,Mr.,Mason910,Odis959,Murazik203,,,M,white,nonhispanic,M,Florence-Graham  California  US,1021 Schuppe Underpass Unit 58,Rialto,California,San Bernardino County,6071.0,92376,34.0002470600826,-117.3953888964502,182445.87,70207.25,150026
b049b1ee-f8b0-c708-4cde-6cbb10c3b03a,1984-06-23,,999-36-6895,S99952063,X57374509X,Mr.,Ambrose149,Daron260,Kunde533,,,S,white,nonhispanic,M,Ceres  California  US,747 Stehr Fork,Elk Grove,California,Sacramento County,6067.0,95624,38.43702372650075,-121.48838560208831,156572.16,11998.72,90930
fd269eb5-2c4e-8fe0-8fc1-bb7507a4886d,1970-10-23,,999-19-1398,S99966490,X41568102X,Mr.,Alvin56,Alvaro283,Pagac496,,,M,asian,nonhispanic,M,Newport Beach  California  US,284 Rippin Vista,Livermore,California,Alameda County,6001.0,94550,37.88788208358334,-121.93235206659794,183569.25,58704.74,146807
af1c4ae5-1474-eb5a-8533-bd695250756e,1971-06-19,,999-67-3925,S99966191,X42131115X,Ms.,Cherri385,,Frami345,,,S,white,nonhispanic,F,Morro Bay  California  US,330 Gibson Dam Apt 46,Stockton,California,San Joaquin County,6077.0,95210,38.02982636718139,-121.27295146275172,165470.91,1867631.56,42889
f9f02253-ace8-c9ca-c800-e462a02384d2,1969-11-29,,999-86-6753,S99940273,X73871846X,Mr.,Vicente970,Antonio44,Almaraz628,,,M,white,hispanic,M,Mexico City  Mexico City  MX,919 Keeling Promenade Suite 50,Cameron Park,California,El Dorado County,6017.0,95682,38.652729210362175,-120.97137114204696,180851.69,38087.27,142029
a7bd4c5e-0976-7ef4-4612-d9a9c2906e05,2019-07-21,,999-55-3637,,,,Stacey209,Cody889,Huel628,,,,white,nonhispanic,F,Redondo Beach  California  US,681 Cole Run Suite 61,Rancho Cucamonga,California,San Bernardino County,6071.0,91701,34.15293414480528,-117.4609972603077,13600.28,20826.8,92246
fd66b1ae-2708-8fb9-4cc7-b4c253e00603,1990-05-17,,999-62-4508,S99955219,X49628557X,Mr.,Adalberto916,Jason347,Ortiz186,,,M,asian,nonhispanic,M,Red Bluff  California  US,690 Price Village,La Cañada Flintridge,California,Los Angeles County,6037.0,91103,34.18962835127067,-118.23095032135986,154010.84,843511.44,142955
c164c2f5-e856-ccc9-b2e2-64f038d08eb3,2025-08-19,,999-65-8972,,,,Jesse626,Dorian295,Spencer878,,,,white,nonhispanic,M,Orinda  California  US,174 Krajcik Stravenue Unit 61,Santee,California,San Diego County,6073.0,92021,32.76163867858277,-116.96863142768504,402.69,0.0,190569
bda4617f-9b1d-73b8-612c-346f25bf8d51,2006-08-11,,999-74-2129,S99916833,,Ms.,Audria778,,Kris249,,,,white,nonhispanic,F,Torrance  California  US,770 Lemke Way Unit 48,Los Angeles,California,Los Angeles County,6037.0,91605,33.98164748075013,-118.28603992142568,53276.32,11311.55,98357
d4fe3748-53fb-d295-18d0-28f1baa2b2ab,1981-10-28,,999-28-8274,S99966967,X27698002X,Ms.,Daniel959,Grace552,Heathcote539,,,S,white,nonhispanic,F,Garden Grove  California  US,739 Rau Junction Unit 1,San Diego,California,San Diego County,6073.0,92111,32.77961895189969,-117.18573983674489,241727.75,520321.98,78013
7681c94b-b373-43c3-4f4c-171fde9b618e,1975-03-07,,999-46-2040,S99956504,X58792040X,Mr.,Mickey576,,Hirthe744,,,M,white,nonhispanic,M,Los Angeles  California  US,211 Koch Hollow,Redondo Beach,California,Los Angeles County,6037.0,90277,33.858561964151384,-118.40485787116864,120946.38,5030.55,128223
d246dce3-bec3-08dc-cbe3-5e9668b7f03e,1987-12-22,,999-91-9587,S99940970,X30546969X,Mr.,Andrés117,,Sarabia507,,,M,white,hispanic,M,Kingston  Kingston  JM,243 Herman Key,Los Angeles,California,Los Angeles County,6037.0,91606,34.07152964594307,-118.31934716186906,169953.96,93251.19,99467
74ad8c0c-19bf-4ba8-1209-3311ff74660a,2003-09-10,,999-97-6294,S99974667,X7806502X,Ms.,Sonia106,Alicia629,Carreón894,,,,white,hispanic,F,Carolina  Puerto Rico  PR,446 Lesch Way,La Puente,California,Los Angeles County,6037.0,91744,34.022482047386866,-117.94397813061109,24053.01,113311.48,31723
6cec08af-cece-4e08-9784-5fa2c1c4314a,1958-11-15,,999-60-3580,S99930041,X77570240X,Mrs.,Terisa250,Corazon138,Nikolaus26,,Bednar518,M,white,nonhispanic,F,Folsom  California  US,714 Williamson Dam,Covina,California,Los Angeles County,6037.0,91773,34.12213911113405,-117.89371529299068,535342.69,2059791.19,134530
88c2fd32-9a20-c1c7-7d60-f78dd76d8f99,2017-05-06,,999-32-3556,,,,Eileen854,Ronald408,Mosciski958,,,,white,nonhispanic,F,Thousand Oaks  California  US,146 Schultz Key Apt 68,Bakersfield,California,Kern County,6029.0,93301,35.44677799850643,-118.7762781196348,17154.48,19473.34,109018
5292eabd-10a8-b131-6151-315b354b768b,2024-06-06,,999-13-8853,,,,Cristian531,Bernardo699,Delafuente833,,,,white,hispanic,M,Bayamon  Puerto Rico  PR,998 Hand Esplanade,McFarland,California,Kern County,6029.0,93250,35.66987305545785,-119.1839946746457,6508.45,870.8,71295
84b95a4c-3198-dcca-13ce-1188290de4e5,1946-03-16,2000-12-23,999-61-1875,S99924139,X78778078X,Mr.,Rodger755,Bradley693,Brakus656,,,D,native,nonhispanic,M,Chula Vista  California  US,296 Murray Skyway Suite 63,Compton,California,Los Angeles County,6037.0,90059,33.92227178256568,-118.1975470484307,196659.31,701686.37,138153
1910027a-18da-d27e-abfb-122bf0afde6a,2004-03-24,,999-37-6870,S99955850,X26803965X,Ms.,Delma583,Melany872,Corwin846,,,,black,nonhispanic,F,Carson  California  US,399 Spencer Junction,Los Angeles,California,Los Angeles County,6037.0,91403,34.129745814680604,-118.48901872404512,5139.02,244059.71,16463
5f526ad8-39cd-765d-08ad-e4492cee6df5,1999-06-13,,999-46-1269,S99984480,X71324848X,Ms.,Wesley533,Carlie972,Moore224,,,,white,nonhispanic,F,Temecula  California  US,1028 Koelpin Haven Unit 89,Turlock,California,Stanislaus County,6099.0,95382,37.47045263184718,-120.82454538491548,6384.11,134358.17,15624
22bf9679-f6fb-32d3-f383-3c2575a9bde1,2004-11-30,,999-16-1769,S99953153,X88418452X,Ms.,Michelle423,Elenora790,Dickinson688,,,,asian,nonhispanic,F,Orcutt  California  US,153 Effertz Common,Stockton,California,San Joaquin County,6077.0,95211,37.79716217123338,-121.23926333983856,302916.15,83334.59,65397
53b4dacd-7398-109b-1960-ea26da95680d,1976-05-18,,999-79-5085,S99966695,X32738487X,Mrs.,Micheline936,Jeanett771,Stamm704,,Dicki44,D,white,nonhispanic,F,Hillsborough  California  US,867 Purdy Orchard,Stockton,California,San Joaquin County,6077.0,95203,38.02368097746965,-121.39624036028914,837158.86,523267.47,40932
e2d1f32e-c2e9-9358-b856-a81d85df587e,2022-03-29,,999-89-6216,,,,Keven605,Raleigh478,Connelly992,,,,white,hispanic,M,Maywood  California  US,990 Beatty Lodge,Alhambra,California,Los Angeles County,6037.0,91801,34.08388560124076,-118.0699860450293,9765.58,0.0,47828
fa3669b9-248c-fef3-898c-347832b44860,1994-09-05,,999-74-6425,S99964345,X24463281X,Mr.,Nathanael908,Man114,Hettinger594,,,M,white,nonhispanic,M,Fresno  California  US,519 Block Crossing Suite 59,Riverside,California,Riverside County,6065.0,92509,33.92798417796973,-117.2768790021348,72980.87,17873.42,49802
670bb2ef-fbd0-2f55-2d5c-55077dc22dc7,2004-06-19,,999-83-6661,S99932705,X71605052X,Ms.,Rosaura15,Mireya881,Jacobs452,,,,white,hispanic,F,Florence-Graham  California  US,860 Friesen Quay,Fresno,California,Fresno County,6019.0,93728,36.75269188581261,-119.91378868134709,5850.0,367739.87,4243
1b8b9976-ac96-b444-cb3b-571e332f6828,1976-02-04,,999-10-4157,S99942528,X79180118X,Mr.,Carmen818,Pat3,Schmeler639,,,M,white,nonhispanic,M,Rio Vista  California  US,570 Stark Promenade,Mammoth Lakes,California,Mono County,6051.0,93546,37.64677127926827,-118.98506290711792,130068.09,8643.17,50824
89b82d18-9826-5527-1187-e55737b28b81,2000-01-03,,999-50-6249,S99960880,X59696721X,Mr.,Jarrod316,Bradly656,Hansen121,,,,white,nonhispanic,M,Half Moon Bay  California  US,237 Quigley Bypass Apt 16,Fremont,California,Alameda County,6001.0,94538,37.53977532183479,-122.07533056449586,70603.54,29166.88,110438
a6ff4faf-f124-f1e0-4f8e-4a632554d90f,1966-04-28,,999-41-1965,S99959519,X71368650X,Mr.,Claud279,Emmett200,Mosciski958,,,M,white,nonhispanic,M,Nipomo  California  US,688 Heller Frontage road,Sonora,California,Tuolumne County,6109.0,95327,38.02614548228732,-120.39219872171026,174641.21,72714.9,190597
cb1d26fc-e140-98d9-91f3-34bb23af759b,1978-08-09,,999-95-5814,S99966158,X47193928X,Mr.,Nathanael908,Hiram237,Kilback373,,,M,white,hispanic,M,Bonsall  California  US,1058 Stehr Ville,La Habra,California,Orange County,6059.0,92835,33.911219623535274,-117.9551865370845,120321.45,119774.82,25907
b9f7ec63-53ab-fa63-2232-cbde68a0b9b7,1965-05-10,,999-10-7862,S99920676,X79982325X,Mr.,Arnulfo253,Hiram237,Flatley871,,,S,white,hispanic,M,Fresno  California  US,1080 Ruecker Ferry,Fresno,California,Fresno County,6019.0,93720,36.777165748065535,-119.72884552705597,269628.25,0.0,71280
b890f73a-48ec-bede-5a9a-1f8e0fff3f8f,1979-09-20,,999-17-2328,S99983836,X37595828X,Mrs.,Floretta117,Luetta803,Ward668,,Johnson679,M,white,nonhispanic,F,Compton  California  US,765 Konopelski Vista Unit 93,Daly City,California,San Mateo County,6081.0,94014,37.65567032222159,-122.45679159237584,361413.95,1230191.2,923651
91da9d3f-aac2-aa5b-efbb-4925cc6ea21c,1964-01-14,,999-46-7051,S99966513,X49485891X,Mr.,Shad704,Lincoln623,Heller342,,,S,white,nonhispanic,M,San Buenaventura (Ventura)  California  US,1060 Crona Brook,Alhambra,California,Los Angeles County,6037.0,91801,34.09976793371306,-118.1206648395824,556833.84,895268.32,39330
0f0c7ec5-9618-f4de-f715-fbbc6a76cafb,2003-10-20,,999-89-9436,S99983426,X34152086X,Ms.,Lacey714,Donald774,O'Kon634,,,,white,nonhispanic,F,Lancaster  California  US,564 Roberts Underpass Apt 62,Los Angeles,California,Los Angeles County,6037.0,90028,33.76265886629568,-118.26861781443372,23943.48,193978.22,36700
d706684c-0da9-05e9-4157-b4ce998355fa,1968-08-18,,999-51-7128,S99972326,X11793469X,Mr.,Chase54,King743,Romaguera67,,,M,white,nonhispanic,M,Corona  California  US,765 Brown Common Suite 96,Palm Desert,California,Riverside County,6065.0,92260,33.74565560078047,-116.28321846923204,16098.1,1230954.41,4833
ac13a732-b6eb-e431-3910-466017f20771,2003-11-01,,999-71-3150,S99929369,X77341440X,Ms.,Bennie663,,Ledner144,,,,black,nonhispanic,F,Duarte  California  US,716 Cronin Vale Unit 49,Redding,California,Shasta County,6089.0,96007,40.53488790657768,-122.36078658298544,100675.32,342343.43,181024
9bcce94d-a215-92aa-9a63-a1f58f59ac81,2004-10-27,,999-14-4360,S99948012,X86402395X,Mr.,Miguel Ángel46,Andrés117,Solano766,,,,white,hispanic,M,Portsmouth  Saint John Parish  DM,184 Waelchi Trail,Escondido,California,San Diego County,6073.0,92082,33.11310580186108,-117.15180767945078,71392.09,12120.61,128899
6d4c3906-b527-b395-1bce-2a1f1c474b19,1998-07-30,,999-26-1929,S99918415,X48935250X,Ms.,Cristin88,Jesse626,Harber290,,,,black,nonhispanic,F,San Francisco  California  US,1032 Volkman Row Unit 82,Valinda,California,Los Angeles County,,0,34.0372512678765,-117.92308308123124,28193.8,1001581.63,180580
8414f9fe-274f-cfc4-5481-fe53d3b57d6b,1966-02-22,,999-77-2910,S99962082,X24926052X,Mr.,Rich940,Anibal473,McLaughlin530,,,M,white,nonhispanic,M,San Francisco  California  US,766 Keebler Overpass Suite 78,Fullerton,California,Orange County,6059.0,90621,33.90758812426003,-117.9130040834532,100641.88,143646.4,36755
7de029fb-cf1f-e33d-9fd2-2be8de72a061,1987-07-22,,999-65-8164,S99981450,X76466952X,Mr.,Kermit56,Robt687,Greenfelder433,,,M,white,nonhispanic,M,Santa Clarita  California  US,812 West Dale,Stockton,California,San Joaquin County,6077.0,95231,38.03998527129279,-121.51271396876064,119667.52,6263.96,161586
bb8f6fa6-bbdb-75f2-330e-e980bca9de8e,2014-10-07,,999-44-9579,,,,Ivelisse712,Casie505,Larson43,,,,white,nonhispanic,F,Los Angeles  California  US,200 Reichert Well,Los Angeles,California,Los Angeles County,6037.0,91344,33.860277086514735,-118.26829560135512,30023.31,16590.81,37
bb8abdcb-3050-acfe-47ab-c61de918cc4f,1946-03-16,2003-10-31,999-51-5636,S99924102,X53506479X,Mr.,Marcel580,Samuel331,Nader710,,,S,native,nonhispanic,M,Bellflower  California  US,1011 Rice Dale Apt 90,Compton,California,Los Angeles County,6037.0,90805,33.94221944544025,-118.21693238394649,174424.26,550401.3,138153
52b350f3-431c-6671-e65a-605df5ecd632,1970-02-14,,999-85-2370,S99939847,X72686818X,Mrs.,Christina143,Maryjane289,Beatty507,,Schroeder447,M,white,nonhispanic,F,Cherryland  California  US,1022 Lindgren Common,Stockton,California,San Joaquin County,6077.0,95207,38.12386291329934,-121.39843773362144,754745.11,1136122.56,62548
b7722667-fd92-7c42-21c8-a16e4cc4210a,1999-05-26,,999-53-9604,S99976454,X26316625X,Ms.,Carmen818,Daniela614,Gómez206,,,,asian,hispanic,F,Lima  Lima Province  PE,974 Ryan Meadow Apt 98,Salida,California,Stanislaus County,6099.0,95368,37.73201069204166,-121.07367904153467,167587.28,25357.4,84224
e8bf7393-4036-bb28-0c73-45e7f5c61dfb,2001-11-05,,999-80-6857,S99932946,X41292355X,Ms.,Elsa29,Daniela614,Paredes726,,,,black,hispanic,F,San Jose  San Jose  CR,898 Zulauf Stravenue Suite 10,San Jose,California,Santa Clara County,6085.0,95148,37.41610269411157,-121.97926058891818,127521.1,43815.54,72031
a71bd95e-8774-3406-6561-6f0c111166e9,2004-05-26,,999-51-2037,S99930128,X57058885X,Ms.,Iraida50,Shaunna800,Anderson154,,,,black,nonhispanic,F,Montclair  California  US,1084 Larkin Mews Apt 98,Westlake,California,Los Angeles County,6111.0,91361,34.132068095536845,-118.87335728153732,65903.46,215469.79,313090
824dce8f-3523-b323-6bb4-4c3f18c37d30,1999-01-19,,999-45-6166,S99992859,X61721647X,Mr.,Lupe126,Lindsay928,Stark857,,,,white,nonhispanic,M,Funchal  Madeira  PT,704 Carroll Lock,Baldwin Park,California,Los Angeles County,6037.0,91706,34.04910955983796,-117.99821073312972,89579.36,0.0,48521
3b078039-fc18-7716-ac23-d71bd4b6bcba,2010-02-05,,999-37-6047,,,,Evita885,Leeanne840,Lebsack687,,,,white,nonhispanic,F,Los Angeles  California  US,849 Beahan Brook,South El Monte,California,Los Angeles County,6037.0,91731,34.048845384207844,-118.0733376436301,51499.34,27027.4,88918
48b0726e-5ef0-54ae-e5cb-cdca17ea75ec,1982-08-22,,999-29-9155,S99979018,X30169487X,Mr.,Marcelino726,Israel728,Runte676,,,M,white,nonhispanic,M,Fontana  California  US,414 Gutmann Union Unit 86,Los Angeles,California,Los Angeles County,6037.0,91303,34.199802916479136,-118.48696646057944,113715.73,22928.67,148517
f82389ef-bd8e-ae6d-c948-176141ee71ba,1977-07-02,,999-73-6191,S99934563,X53003298X,Mrs.,Micaela928,Susana117,Angulo494,,Meléndez48,D,white,hispanic,F,Port-au-Prince  Haiti  HT,1039 Langworth Way,South San Francisco,California,San Mateo County,6081.0,94080,37.62555662950023,-122.42227934012467,14875.86,1258510.27,9865
d18d4f44-54ee-a271-ed20-2ac9120dea0d,2001-12-30,,999-99-8901,S99921020,X31778790X,Ms.,Claris36,Betsey110,Muller251,,,,white,nonhispanic,F,Carmichael  California  US,786 Fadel Estate Unit 1,San Bruno,California,San Mateo County,6081.0,94030,37.6241881183384,-122.36183684387136,145226.15,76470.53,960503
c6cd4175-5f0e-02a6-a897-9e133f71304c,2021-09-18,,999-66-3221,,,,Aron520,Moises22,Stracke611,,,,white,hispanic,M,Los Angeles  California  US,152 Macejkovic Viaduct Suite 4,Los Angeles,California,Los Angeles County,6037.0,90034,34.132002608247994,-118.49718470533524,650.0,16340.26,13174
78627d97-bbaf-833b-2e52-bc09ab4ac653,1985-04-12,,999-51-9792,S99980082,X60912618X,Mrs.,Sharilyn202,Debi992,Miller503,,Botsford977,M,white,nonhispanic,F,Stockton  California  US,324 Predovic Vista,Spring Valley Lake,California,San Bernardino County,6071.0,92395,34.522646952082624,-117.2669481873426,339376.15,1035306.32,148032
845f042c-26ea-c704-8b77-335ed4b5be59,1961-03-15,,999-69-2040,S99975545,X70930930X,Ms.,Verónica383,Débora815,Solano766,,,S,asian,hispanic,F,Caracas  Capital District  VE,146 Altenwerth Ranch Unit 38,Baldwin Park,California,Los Angeles County,6037.0,91706,34.06626539750994,-117.93059664083022,675352.62,3219233.45,39034
62d37c44-9a4e-fea5-f98b-3196c7e7aa85,1986-08-08,,999-89-4460,S99977654,X56792927X,Ms.,Eugene421,My508,Greenholt190,,,S,asian,nonhispanic,F,Los Angeles  California  US,154 Bayer Arcade,Moreno Valley,California,Riverside County,6065.0,92508,33.87288456109626,-117.1976771899612,9352.47,301419.18,4179
c9cd3fc8-6847-4d05-7b93-1e014cf42669,2014-04-27,,999-74-8664,,,,Yuk263,Lucina142,Murazik203,,,,white,hispanic,F,Fresno  California  US,382 Nitzsche Dam Unit 68,Fresno,California,Fresno County,6019.0,93704,36.77974290979662,-119.95561375827457,23314.87,14366.49,48328
7e3d67bb-ea5a-17ee-dbe5-3dbf739e8539,2023-01-01,,999-93-4612,,,,Kimberlie352,Junita557,Wilkinson796,,,,asian,nonhispanic,F,Bangalore  Karnataka  IN,661 Herman Spur Apt 84,Downey,California,Los Angeles County,6037.0,90242,33.92003063405745,-118.06247362961363,6514.57,10815.97,45877
8424bdb0-b29a-4aef-2518-beb89873cae0,2000-12-07,,999-37-4638,S99999443,X42887608X,Mr.,Lamar193,Merrill415,Barton704,,,,white,nonhispanic,M,San Jose  California  US,281 McGlynn Estate Suite 96,Pittsburg,California,Contra Costa County,6013.0,94509,38.0136622187004,-121.80349309452444,88460.65,16255.24,56050
d5fa180b-e836-4198-9d52-96d1136cfbea,1981-11-26,,999-66-6160,S99922621,X14347923X,Mr.,Coleman27,,Braun514,,,M,white,nonhispanic,M,Chula Vista  California  US,819 Gerlach Landing,Vallejo,California,Solano County,6095.0,94592,38.16772528736553,-122.14886156365353,219393.67,482052.48,96831
74ddc59e-b0a0-7ffa-3c8c-f5f4677ff6e9,2014-09-08,,999-91-2202,,,,Carla633,Claudia969,Arriaga291,,,,white,hispanic,F,Mexico City  Mexico City  MX,636 Hackett Parade,San Juan Capistrano,California,Orange County,6059.0,92624,33.503239748039874,-117.71440016013428,2107.11,53563.77,44390
86758c66-2e4a-543c-bad2-831c75b146ab,1995-12-21,,999-51-8035,S99919541,X19204993X,Mrs.,Evelynn217,Pei116,Smith67,,Baumbach677,M,white,nonhispanic,F,Torrance  California  US,891 Considine Burg,Vista,California,San Diego County,6073.0,92056,33.16123525501717,-117.27227665206574,27609.98,954123.84,26982
4e8b1643-b6b6-870e-a726-b1948fc07c0f,2005-06-14,,999-45-9211,S99922095,X25218132X,Ms.,Takisha161,Fran41,Larkin917,,,,other,nonhispanic,F,Elk Grove  California  US,734 Kunze Rapid,Garden Grove,California,Orange County,6059.0,92683,33.81625519833722,-117.97432003122208,15205.48,81969.28,29992
31e86cc8-865d-c261-b466-76074f715976,1951-06-14,,999-30-8292,S99994200,X3618998X,Mr.,Teodoro374,,Garrido242,,,M,white,hispanic,M,Santiago  Santiago Province  CL,1019 Johns Gate Apt 16,Palmdale,California,Los Angeles County,6037.0,91390,34.58323594252862,-118.26027490626704,239686.46,236009.23,155900
3e2fecd6-0efc-190d-4f6b-404f2e7dc842,1960-07-29,2006-09-20,999-45-1320,S99984901,X54418965X,Mr.,Edmundo94,Deandre599,Dare640,,,M,asian,nonhispanic,M,Monrovia  California  US,575 Fadel Key Unit 74,Rancho San Diego,California,San Diego County,,0,32.79112829892095,-116.90295449855384,251915.87,92028.23,73044
1de37ccb-22c8-549f-ff1b-b28e8f0086c9,2015-04-11,,999-42-1247,,,,Benito209,,Grant908,,,,white,nonhispanic,M,Lancaster  California  US,525 Kemmer Rest Apt 89,Scotts Valley,California,Santa Cruz County,6087.0,95066,37.037585503533215,-122.03366254153148,37837.03,59710.35,46007
20cf5c3a-9793-8c66-629d-531c8e979071,1989-11-15,,999-54-3859,S99969921,X74923219X,Mrs.,Marva153,Lael572,Wehner319,,Littel644,M,white,nonhispanic,F,Temecula  California  US,212 Rempel Parade Apt 16,Los Angeles,California,Los Angeles County,6037.0,90049,33.80692351386202,-118.32937473490506,137919.9,758443.22,35361
38d356d5-b3b1-adea-8bf9-9499bbe520ed,1967-07-14,,999-55-4600,S99970983,X3110828X,Mrs.,Hassie51,Milda157,Nolan344,,Marvin195,M,white,nonhispanic,F,Long Beach  California  US,948 McDermott Heights Unit 34,Los Angeles,California,Los Angeles County,6037.0,90292,34.35483623592848,-118.39668279942128,831496.53,1032611.15,44641
f93ffd29-a531-76d9-0af2-56ca3ecb35f4,2013-04-03,,999-31-9904,,,,Janice500,Mui729,Hills818,,,,white,nonhispanic,F,Lathrop  California  US,903 Dietrich Bridge Apt 12,San Jose,California,Santa Clara County,6085.0,95140,37.47205308101218,-122.02083501703204,38042.99,23108.79,180801
4c32ab09-f358-f302-6f62-8b8660e06ef5,1961-04-06,2022-02-19,999-70-4473,S99932198,X46865540X,Mr.,Alfredo17,Ian270,Hermiston71,,,M,white,nonhispanic,M,Oakland  California  US,507 Bartell Annex Suite 42,San Diego,California,San Diego County,6073.0,92123,32.53354939861964,-117.0501739165793,24117.41,456464.46,819000
19698021-83f6-cb36-2890-6f2eb2536235,1946-03-16,,999-11-6310,S99922943,X11366531X,Mr.,Les282,,Labadie908,,,S,native,nonhispanic,M,Santa Paula  California  US,809 Beatty Harbor,Compton,California,Los Angeles County,6037.0,90220,33.973266342472215,-118.26301265553728,231323.09,328939.31,138153
ca76d53d-c53c-d4be-ef87-7e5a8672796a,2022-11-26,,999-89-2943,,,,Mckinley734,Randal152,Abbott774,,,,black,hispanic,M,Upland  California  US,515 Kuphal Estate Unit 87,East Los Angeles,California,Los Angeles County,6037.0,90022,34.034223379497426,-118.132441379978,750.0,16079.19,17134
f3878ef7-c41a-7c37-87cf-afc4ee8df751,1951-05-15,2017-06-15,999-13-4522,S99928527,X82923455X,Ms.,Gracia333,,Hudson301,,,S,hawaiian,hispanic,F,Gardena  California  US,933 Murphy View Unit 21,Los Gatos,California,Santa Clara County,6085.0,95030,37.30321623527164,-122.01919687956996,348703.94,1115359.91,165800
0e3aa709-7e67-9b30-6a5a-bd128d535f10,1957-07-21,,999-60-2280,S99914381,X61979970X,Mr.,Benjamín452,Nicolás801,Iglesias873,,,M,black,hispanic,M,Santiago de los Caballeros  Santiago  DO,414 Heller Trace,Los Angeles,California,Los Angeles County,6037.0,90046,33.92947945065142,-118.30188375195974,186504.26,104178.29,77317
7dfde532-06cb-abed-38ba-f1d03732b91c,2023-05-10,,999-16-9567,,,,Brittney657,Kyong970,Tillman293,,,,white,hispanic,F,Boron  California  US,995 Altenwerth Pathway Unit 69,San Rafael,California,Marin County,6041.0,94964,37.95130480819185,-122.46291728269324,6207.45,0.0,704092
5d9778c7-91ce-057c-7ecf-de94fce36452,1953-12-18,,999-14-8286,S99996960,X9457886X,Mr.,Freeman822,Nathanial472,Kuhn96,,,S,white,nonhispanic,M,San Francisco  California  US,672 Franecki Underpass Apt 28,Santa Rosa,California,Sonoma County,6097.0,95407,38.527760914247416,-122.7178075149114,306427.72,85446.63,111449
7878e3a0-6e35-b872-5ea0-fa34d59efc51,2016-01-17,,999-80-6956,,,,Anita473,Patricia625,Barrera709,,,,white,hispanic,F,Panama City  Panama  PA,183 Mann Run,Adelanto,California,San Bernardino County,6071.0,92394,34.66832157505537,-117.6721857309379,26528.32,7511.69,67846
c5ba0241-c76d-ef59-4b9f-891f2c7b313e,2019-07-09,,999-59-1462,,,,Milton509,Kenneth671,Larson43,,,,white,nonhispanic,M,San Diego  California  US,211 Robel Common Unit 21,San Marcos,California,San Diego County,6073.0,92024,33.19399011623087,-117.19065110271676,812.06,16540.81,5300
70091771-78b5-8814-1798-58a351763449,1988-04-13,,999-69-3257,S99927132,X24639270X,Ms.,Hildegarde627,Bettie175,Emard19,,,S,white,nonhispanic,F,Santa Monica  California  US,945 Mertz Port,Lodi,California,San Joaquin County,6077.0,95242,38.07958636087618,-121.17009568134644,288062.55,737322.85,139566
a1d776e1-afbc-7640-b5bc-3caf756834dd,1998-08-12,,999-41-2003,S99934994,X87387713X,Ms.,Valrie435,Corie618,Predovic534,,,,white,nonhispanic,F,Murrieta  California  US,925 Kemmer Trace Unit 62,Sacramento,California,Sacramento County,6067.0,95823,38.58051542813419,-121.41634980135818,6082.68,295972.66,3680
be53a006-6ec1-735c-fe2b-6d83ef5e6584,2010-01-31,,999-55-1018,,,,Miguel815,Ricardo560,Peres371,,,,white,hispanic,M,Guatemala City  Guatemala  GT,513 Purdy Port,San Dimas,California,Los Angeles County,6037.0,91768,34.21297523237793,-117.78112165691812,34867.9,50362.63,75779
